8.000000000000000000e+04	9.004655991269174820e-01
8.000100000000000000e+04	8.914534882524238757e-01
8.000200000000000000e+04	9.558313249586212201e-01
8.000300000000000000e+04	9.133201880087472579e-01
8.000400000000000000e+04	9.582263405556119551e-01
8.000500000000000000e+04	8.623135692100450944e-01
8.000600000000000000e+04	9.787496296330047141e-01
8.000700000000000000e+04	9.968957300501637420e-01
8.000800000000000000e+04	9.265092446735927467e-01
8.000900000000000000e+04	9.600947560555384008e-01
8.001000000000000000e+04	9.636209875411029246e-01
8.001100000000000000e+04	9.370395928346506587e-01
8.001200000000000000e+04	9.918526681476339535e-01
8.001300000000000000e+04	1.107111281328709174e+00
8.001400000000000000e+04	9.545476576247902134e-01
8.001500000000000000e+04	1.035759454016762060e+00
8.001600000000000000e+04	9.945343193188825870e-01
8.001700000000000000e+04	1.016097805864631276e+00
8.001800000000000000e+04	1.027834487576769318e+00
8.001900000000000000e+04	1.016623279851681438e+00
8.002000000000000000e+04	9.048933764961637483e-01
8.002100000000000000e+04	1.071267561008997671e+00
8.002200000000000000e+04	1.022395008940704786e+00
8.002300000000000000e+04	1.005114005933657406e+00
8.002400000000000000e+04	1.052465429312999801e+00
8.002500000000000000e+04	1.124358380331444973e+00
8.002600000000000000e+04	1.160801702881713027e+00
8.002700000000000000e+04	1.045599338176332660e+00
8.002800000000000000e+04	1.166745200235104418e+00
8.002900000000000000e+04	1.091535782603950011e+00
8.003000000000000000e+04	1.055392737276162451e+00
8.003100000000000000e+04	1.067379214870971538e+00
8.003200000000000000e+04	1.110775396362694734e+00
8.003300000000000000e+04	1.176668371798298418e+00
8.003400000000000000e+04	1.238554822374302367e+00
8.003500000000000000e+04	1.263068737551931608e+00
8.003600000000000000e+04	1.153069807323187534e+00
8.003700000000000000e+04	1.158046517484057958e+00
8.003800000000000000e+04	1.179152325259757550e+00
8.003900000000000000e+04	1.183039705734897584e+00
8.004000000000000000e+04	1.234972834160880772e+00
8.004100000000000000e+04	1.158588897176256349e+00
8.004200000000000000e+04	1.182310124241348293e+00
8.004300000000000000e+04	1.222244862335502003e+00
8.004400000000000000e+04	1.160579414793755371e+00
8.004500000000000000e+04	1.106710949665813848e+00
8.004600000000000000e+04	1.180262502242398925e+00
8.004700000000000000e+04	1.253938862539428323e+00
8.004800000000000000e+04	1.186827121001629681e+00
8.004900000000000000e+04	1.359469223280155070e+00
8.005000000000000000e+04	1.229427450867047744e+00
8.005100000000000000e+04	1.153331542786537156e+00
8.005200000000000000e+04	1.282050937943461921e+00
8.005300000000000000e+04	1.241924821705696180e+00
8.005400000000000000e+04	1.241424821509760745e+00
8.005500000000000000e+04	1.265026121922086855e+00
8.005600000000000000e+04	1.340944944904389979e+00
8.005700000000000000e+04	1.341163561559011841e+00
8.005800000000000000e+04	1.197239861746221212e+00
8.005900000000000000e+04	1.220528074215802450e+00
8.006000000000000000e+04	1.221947824993186993e+00
8.006100000000000000e+04	1.418564989959362421e+00
8.006200000000000000e+04	1.309842470751272581e+00
8.006300000000000000e+04	1.384041025574011874e+00
8.006400000000000000e+04	1.338335350643651056e+00
8.006500000000000000e+04	1.278753082166111943e+00
8.006600000000000000e+04	1.325762623519619821e+00
