8.000000000000000000e+04	9.410929002595704862e-01
8.000100000000000000e+04	8.895613393045045392e-01
8.000200000000000000e+04	9.283894706691487864e-01
8.000300000000000000e+04	8.653665828529482074e-01
8.000400000000000000e+04	9.633473678095081372e-01
8.000500000000000000e+04	1.003718355810222507e+00
8.000600000000000000e+04	9.367981652807502169e-01
8.000700000000000000e+04	9.835340349951862127e-01
8.000800000000000000e+04	9.396039078761577734e-01
8.000900000000000000e+04	1.023257967390939216e+00
8.001000000000000000e+04	9.704217297689883281e-01
8.001100000000000000e+04	9.689025331516746276e-01
8.001200000000000000e+04	9.764418252605622239e-01
8.001300000000000000e+04	1.036973747537547785e+00
8.001400000000000000e+04	1.020066903572868000e+00
8.001500000000000000e+04	9.189709690773351092e-01
8.001600000000000000e+04	1.086727111366639242e+00
8.001700000000000000e+04	1.100417076843454911e+00
8.001800000000000000e+04	9.837748719419061594e-01
8.001900000000000000e+04	1.070308740963263894e+00
8.002000000000000000e+04	1.030020222808400110e+00
8.002100000000000000e+04	1.080994509999467335e+00
8.002200000000000000e+04	1.132070231222354062e+00
8.002300000000000000e+04	1.098351090366499250e+00
8.002400000000000000e+04	1.084209018329716168e+00
8.002500000000000000e+04	1.004270507861410922e+00
8.002600000000000000e+04	1.119949380313342902e+00
8.002700000000000000e+04	1.192099037904034597e+00
8.002800000000000000e+04	1.164156287572628568e+00
8.002900000000000000e+04	1.184487793310580406e+00
8.003000000000000000e+04	1.164188644698312958e+00
8.003100000000000000e+04	1.071335651935791056e+00
8.003200000000000000e+04	1.180645448990414792e+00
8.003300000000000000e+04	1.088249016648314305e+00
8.003400000000000000e+04	1.157070990443943348e+00
8.003500000000000000e+04	1.124999162982568857e+00
8.003600000000000000e+04	1.204045847933963964e+00
8.003700000000000000e+04	1.242187868414264429e+00
8.003800000000000000e+04	1.152385633763200357e+00
8.003900000000000000e+04	1.226458698024223581e+00
8.004000000000000000e+04	1.246075188170431947e+00
8.004100000000000000e+04	1.187114856474572155e+00
8.004200000000000000e+04	1.146734688176671124e+00
8.004300000000000000e+04	1.262532455696745437e+00
8.004400000000000000e+04	1.190114719956571143e+00
8.004500000000000000e+04	1.302076327852904170e+00
8.004600000000000000e+04	1.233777975607615485e+00
8.004700000000000000e+04	1.196369827959845811e+00
8.004800000000000000e+04	1.205613096503283632e+00
8.004900000000000000e+04	1.294075400008670940e+00
8.005000000000000000e+04	1.316241619919771955e+00
8.005100000000000000e+04	1.313230420854440306e+00
8.005200000000000000e+04	1.326522163504770591e+00
8.005300000000000000e+04	1.254362753986067558e+00
8.005400000000000000e+04	1.331200789578335097e+00
8.005500000000000000e+04	1.225669193532240131e+00
8.005600000000000000e+04	1.258170460843624383e+00
8.005700000000000000e+04	1.328533889762473663e+00
8.005800000000000000e+04	1.231094501028678234e+00
8.005900000000000000e+04	1.280610360674960146e+00
8.006000000000000000e+04	1.300199915550934726e+00
8.006100000000000000e+04	1.341349309317990235e+00
8.006200000000000000e+04	1.274601159420575502e+00
8.006300000000000000e+04	1.349235764840410301e+00
8.006400000000000000e+04	1.422697026403798359e+00
8.006500000000000000e+04	1.360180183282792887e+00
8.006600000000000000e+04	1.344205052043974780e+00
8.006700000000000000e+04	1.382841979316473235e+00
8.006800000000000000e+04	1.468911093853379590e+00
8.006900000000000000e+04	1.439559854824915774e+00
8.007000000000000000e+04	1.409385443625956746e+00
8.007100000000000000e+04	1.454496088763599593e+00
8.007200000000000000e+04	1.457692061848839371e+00
8.007300000000000000e+04	1.391117149737786995e+00
8.007400000000000000e+04	1.393969333995219717e+00
8.007500000000000000e+04	1.412066658184911061e+00
8.007600000000000000e+04	1.432083881165189920e+00
8.007700000000000000e+04	1.493376004940176527e+00
8.007800000000000000e+04	1.447969302521010082e+00
8.007900000000000000e+04	1.504854411444782603e+00
8.008000000000000000e+04	1.495703835336977594e+00
8.008100000000000000e+04	1.455135913819025184e+00
8.008200000000000000e+04	1.466636898479292350e+00
8.008300000000000000e+04	1.486379381887525497e+00
8.008400000000000000e+04	1.455130399315863965e+00
8.008500000000000000e+04	1.465745250742755079e+00
8.008600000000000000e+04	1.563673456838436060e+00
8.008700000000000000e+04	1.506342242931218989e+00
8.008800000000000000e+04	1.375952081642864977e+00
8.008900000000000000e+04	1.485079805262795150e+00
8.009000000000000000e+04	1.424805052681547668e+00
